date,pb_source,putWall,callWall,current,emLower,emUpper,r1,r2,s1,s2,scenario,scen_name,trigger_text,bias_text,trig_kind,trig_level,structure,target1,target2,trig_lo,trig_hi,short_hint
2026-07-14,ai,7500.0,7550.0,7515.0,7433.0,7597.0,7561.0,7606.0,7489.0,7463.0,primary,Bullish Breakout Continuation,Holding > 7500 post-CPI (08:30 ET) with push toward 7550,"WAIT for CPI release before entry. If ES holds above 7500 (Put Wall) after CPI and rallies, initiate a bull call debit spread targeting 7550 (Call Wall) as upper strike. Negative gamma amplifies the upside move — dealers forced to chase the gap higher.",above,7500.0,bull_call_debit,7550.0,,,,
2026-07-14,ai,7500.0,7550.0,7515.0,7433.0,7597.0,7561.0,7606.0,7489.0,7463.0,alternative,Breakdown Reversal Expansion,"Break < 7500 (Put Wall) post-CPI (08:30 ET), confirming downside acceleration","WAIT for CPI resolution. If ES breaks below 7500 (Put Wall) on hot inflation print, initiate a bear put debit spread targeting S1 at 7489 then S2 at 7463. Negative gamma amplifies the breakdown — avoid catching the falling knife before the event.",below,7500.0,bear_put_debit,7489.0,7463.0,,,
2026-07-14,ai,7500.0,7550.0,7515.0,7433.0,7597.0,7561.0,7606.0,7489.0,7463.0,neutral,Rangebound CPI Chop,ES contains within 7500 to 7550 post-CPI (08:30 ET) with no decisive break,"WAIT for CPI print. If price oscillates between 7500 (Put Wall) and 7550 (Call Wall) without conviction, deploy an iron condor with short strikes at 7500 put-side and 7550 call-side, wings at S1 7489 and R1 7561. Collect premium in the defined range.",between,,iron_condor,,,7500.0,7550.0,7500.0
2026-07-15,ai,7500.0,7550.0,7544.0,7466.0,7621.0,7571.0,7597.0,7512.0,7479.0,primary,Rangebound Compression,Holding between 7500 and 7550 (Positive Gamma Pinning),Positive gamma dampens directional moves; fade extremes with iron condors anchored at the 7500 Put Wall and 7550 Call Wall. Sell call spreads near 7550 and put spreads near 7500 for premium collection.,between,,iron_condor,,,7500.0,7550.0,
2026-07-15,ai,7500.0,7550.0,7544.0,7466.0,7621.0,7571.0,7597.0,7512.0,7479.0,alternative,Breakout Rally Continuation,Holding > 7550 (Call Wall Reclaim with Vol Expansion),"A clean close above 7550 opens a run toward R1 at 7571 and R2 at 7597. Use a bull call debit spread targeting 7571 as the near-term objective, with the GEX Flip at 7600 as the maximum extension target.",above,7550.0,bull_call_debit,7571.0,,,,
2026-07-15,ai,7500.0,7550.0,7544.0,7466.0,7621.0,7571.0,7597.0,7512.0,7479.0,neutral,Mean-Reversion Chop,Oscillating between 7500 and 7550 (Put Wall to Call Wall Range),"With positive gamma creating a magnetic 50-point range, deploy an iron condor with short strikes at 7500 and 7550, buying wings at S2 7479 and R1 7571 for defined risk. Manage at 50% of max profit intraday.",between,,iron_condor,,,7500.0,7550.0,7500.0
2026-07-16,ai,7550.0,7600.0,7572.0,7496.0,7649.0,7582.0,7592.0,7538.0,7503.0,primary,Bearish Mean Reversion,Rejection < 7590 GEX Flip (failure to hold),"ES below GEX Flip favors mild downside drift toward Put Wall. Use a bear call credit spread with short leg at 7600 Call Wall, long leg 20-25 pts higher, targeting decay back toward 7550.",below,7590.0,call_credit,7550.0,,,,
2026-07-16,ai,7550.0,7600.0,7572.0,7496.0,7649.0,7582.0,7592.0,7538.0,7503.0,alternative,Bullish Flip Breakout,Holding > 7590 (GEX Flip confirmed reclaim),"Clean hold above 7590 flips dealer positioning and opens path toward 7600 Call Wall and R2 at 7592. Use a bull call debit spread, long 7590 call, short 7600 call, for defined-risk breakout participation.",above,7590.0,bull_call_debit,7600.0,,,,
2026-07-16,ai,7550.0,7600.0,7572.0,7496.0,7649.0,7582.0,7592.0,7538.0,7503.0,neutral,Rangebound Chop,Contained between 7550 Put Wall and 7600 Call Wall,"Positive gamma dampens movement within the 7550–7600 band. Deploy an iron condor with short strikes at 7550 put and 7600 call, wings at S2 7503 and expected move upper 7649, targeting premium decay in a low-volatility grind.",between,,iron_condor,,,7550.0,7600.0,7550.0
2026-07-17,ai,7500.0,7550.0,7534.0,7448.0,7620.0,7568.0,7602.0,7513.0,7493.0,primary,Call Wall Breakout,Holding > 7550 after 10:00 ET Michigan Sentiment release,"WAIT for Michigan Sentiment at 10:00 ET before entry. On confirmed hold above 7550 (Call Wall), negative gamma amplifies upside — target R1 at 7568 then R2 at 7602. Use a bull call debit spread (e.g., 7550/7602) expiring same day or Monday to define risk into the weekend.",above,7550.0,bull_call_debit,7568.0,7602.0,,,
2026-07-17,ai,7500.0,7550.0,7534.0,7448.0,7620.0,7568.0,7602.0,7513.0,7493.0,alternative,Put Wall Breakdown,Break < 7500 (Put Wall) post-10:00 ET catalyst,"WAIT for Michigan Sentiment at 10:00 ET before entry. A confirmed break below 7500 (Put Wall) in negative gamma triggers dealer-driven selling cascade toward S2 at 7493 and potentially the lower expected move bound at 7448. Use a bear put debit spread (e.g., 7500/7448) to capture directional expansi",below,7500.0,bear_put_debit,7493.0,,,,
2026-07-17,ai,7500.0,7550.0,7534.0,7448.0,7620.0,7568.0,7602.0,7513.0,7493.0,neutral,Rangebound Chop,Contained between 7500 (Put Wall) and 7550 (Call Wall) through the session,"WAIT for Michigan Sentiment at 10:00 ET before entry. If price oscillates inside the 7500–7550 range post-catalyst with no decisive breakout or breakdown, deploy a narrow iron condor (sell 7500 put / buy 7493 put / sell 7550 call / buy 7568 call) to harvest premium in the compressed 50-point corrido",between,,iron_condor,,,7500.0,7550.0,
2026-07-20,ai,7450.0,7500.0,7458.0,7371.0,7544.0,7518.0,7578.0,7451.0,7444.0,primary,Bullish Gap Continuation,Holding > 7450.0 (Put Wall support),"In negative gamma with ES above the Put Wall and a confirmed UP gap, dealers chase the upside breakout. Favor a bull call debit spread targeting R1 at 7518.0, with a defined-risk vertical structured between 7450.0 and 7518.0.",above,7450.0,bull_call_debit,7518.0,,,,
2026-07-20,ai,7450.0,7500.0,7458.0,7371.0,7544.0,7518.0,7578.0,7451.0,7444.0,alternative,Gap Fill Breakdown,Break < 7450.0 (Put Wall / S1 cluster),"A close below 7450.0 flips dealers into selling pressure in negative gamma, amplifying downside toward S2 at 7444.0 and potentially the 7371.0 lower expected move bound. Use a bear put debit spread structured between 7450.0 and 7371.0 to define risk on the breakdown.",below,7450.0,bear_put_debit,7444.0,,,,
2026-07-20,ai,7450.0,7500.0,7458.0,7371.0,7544.0,7518.0,7578.0,7451.0,7444.0,neutral,Rangebound Chop,Oscillating between 7450.0 and 7500.0 (Put Wall to Call Wall),"If ES fails to break either wall with conviction, fade the range edges using an iron condor with short strikes at 7450.0 and 7500.0, collecting premium while price churns inside the 50-point gamma corridor. Triggers are live from the open given calendar risk of 2/5.",between,,iron_condor,,,7450.0,7500.0,7450.0
2026-07-21,ai,7410.0,7500.0,7443.0,7361.0,7526.0,7494.0,7530.0,7426.0,7395.0,primary,Bullish Gap Continuation,Holding > 7426 (S1 support),"Negative gamma amplifies the overnight gap-up momentum. Use a bull call debit spread targeting R1 at 7494, structured as a vertical with strikes near 7443/7494. Alternatively, sell a put credit spread below S2 at 7395 to collect premium while leaning long.",above,7426.0,bull_call_debit,7494.0,,,,
2026-07-21,ai,7410.0,7500.0,7443.0,7361.0,7526.0,7494.0,7530.0,7426.0,7395.0,alternative,Gap Fill Breakdown,Break < 7410 (Put Wall breach),A Put Wall violation in negative gamma triggers dealer selling that amplifies downside toward S2 at 7395 and the lower expected move bound at 7361. Deploy a bear put debit spread with strikes bracketing 7410/7361 on confirmed break and close below 7410.,below,7410.0,bear_put_debit,7395.0,,,,
2026-07-21,ai,7410.0,7500.0,7443.0,7361.0,7526.0,7494.0,7530.0,7426.0,7395.0,neutral,Rangebound Chop,Oscillating between 7410 (Put Wall) and 7500 (Call Wall),"Price contained within the 90-point put-to-call wall range favors an iron condor selling the 7395/7410 put spread and the 7500/7530 call spread, collecting premium on both sides while gamma dampening keeps price pinned inside the walls.",between,,iron_condor,,,7410.0,7500.0,
2026-07-22,ai,7500.0,7550.0,7509.0,7427.0,7592.0,7535.0,7560.0,7462.0,7415.0,primary,Rangebound Mean-Reversion,Holding between 7500 and 7550,"Positive gamma dampens directional moves. Favor iron condors sold at the 7500 put wall / 7550 call wall boundaries, or narrow credit spreads fading moves toward R1 at 7535 and S1 at 7462.",between,,iron_condor,7535.0,,7500.0,7550.0,
2026-07-22,ai,7500.0,7550.0,7509.0,7427.0,7592.0,7535.0,7560.0,7462.0,7415.0,alternative,Breakout Rally Continuation,Holding > 7550 (GEX Flip / Call Wall breach),"A confirmed close above 7550 flips dealer hedging bullish. Deploy a call debit spread targeting R2 at 7560 or upper expected move at 7592, keeping risk defined with a vertical structure.",above,7550.0,bull_call_debit,7560.0,,,,
2026-07-22,ai,7500.0,7550.0,7509.0,7427.0,7592.0,7535.0,7560.0,7462.0,7415.0,neutral,Chop Inside Range,Oscillating between 7500 and 7550,"No directional conviction while ES is pinned between the put wall at 7500 and call wall at 7550. Sell an iron condor with short strikes at those walls, collecting premium in the low-volatility, positive-gamma environment.",between,,iron_condor,,,7500.0,7550.0,
2026-07-23,ai,7485.0,7500.0,7499.0,7415.0,7583.0,7527.0,7545.0,7480.0,7450.0,primary,Call Wall Breakout,Holding > 7500 (Call Wall confirmed as support),"Negative gamma amplifies upside continuation. Use a bull call debit spread targeting R1 at 7527, with defined risk capped below 7485 (Put Wall).",above,7500.0,bull_call_debit,7527.0,,,,
2026-07-23,ai,7485.0,7500.0,7499.0,7415.0,7583.0,7527.0,7545.0,7480.0,7450.0,alternative,Put Wall Breakdown,"Break < 7485 (Put Wall lost, vol expansion)",Negative gamma accelerates downside toward S1 at 7480 then S2 at 7450. Use a bear put debit spread with strikes bracketing 7480 to 7450 for defined-risk directional exposure.,below,7485.0,bear_put_debit,7480.0,,,,
2026-07-23,ai,7485.0,7500.0,7499.0,7415.0,7583.0,7527.0,7545.0,7480.0,7450.0,neutral,Rangebound Chop,Contained between 7485 and 7500 (Put Wall to Call Wall),"15-point range in negative gamma with ES pinned at the wall boundary suggests dealer-induced oscillation. Use an iron condor with short strikes at 7485 and 7500, wings at 7450 and 7545 to collect premium within the expected move band.",between,,iron_condor,,,7485.0,7500.0,7485.0
2026-07-24,ai,7400.0,7500.0,7408.0,7321.0,7496.0,7461.0,7513.0,7421.0,7433.0,primary,Bullish Gap Continuation,Holding > 7400 (Put Wall support confirms bullish lean),"Negative gamma amplifies upside with ES above the Put Wall on a 0.71% gap-up. Deploy a bull call debit spread targeting R1 at 7461, using 7400 as the stop-reference level.",above,7400.0,bull_call_debit,7461.0,,,,
2026-07-24,ai,7400.0,7500.0,7408.0,7321.0,7496.0,7461.0,7513.0,7421.0,7433.0,alternative,Gap Fill Breakdown,Break < 7400 (Put Wall breach triggers dealer selling cascade),"A decisive close below 7400 flips dealers to downside amplification. Use a bear put debit spread or put vertical targeting S1 at 7321 (lower expected move bound), structured with defined risk above 7421.",below,7400.0,bear_put_debit,7321.0,,,,
2026-07-24,ai,7400.0,7500.0,7408.0,7321.0,7496.0,7461.0,7513.0,7421.0,7433.0,neutral,Rangebound Chop,ES oscillates between 7400 and 7500 (Put Wall to Call Wall range),"Price contained within the 7400-7500 wall-to-wall range favors premium collection. Sell an iron condor with short strikes at 7400 put-side and 7500 call-side, long wings at 7321 and 7513 respectively to define max risk.",between,,iron_condor,,,7400.0,7500.0,7400.0
2026-07-27,ai,7400.0,7500.0,7412.0,7330.0,7494.0,7447.0,7486.0,7373.0,7337.0,primary,Bullish Gap Continuation,Holding > 7400 (Put Wall) after 08:30 ET Durable Goods resolves,"WAIT for Durable Goods at 08:30 ET before entry. If ES holds above 7400 post-data, initiate a bull call spread targeting R1 at 7447 then R2 at 7486. Structure as a debit vertical (e.g., 7410/7460 call spread) to define risk in negative gamma environment where upside can accelerate toward 7500 Call W",above,7400.0,bull_call_debit,7447.0,7486.0,,,
2026-07-27,ai,7400.0,7500.0,7412.0,7330.0,7494.0,7447.0,7486.0,7373.0,7337.0,alternative,Gap Fill Breakdown,Break < 7400 (Put Wall) after 08:30 ET Durable Goods resolves,"WAIT for Durable Goods at 08:30 ET before entry. A confirmed break below 7400 in negative gamma triggers dealer selling cascade; target S1 at 7373 then S2 at 7337. Use a bear put debit spread (e.g., 7390/7340 put spread) to define downside risk with amplified move potential.",below,7400.0,bear_put_debit,7373.0,7337.0,,,
2026-07-27,ai,7400.0,7500.0,7412.0,7330.0,7494.0,7447.0,7486.0,7373.0,7337.0,neutral,Rangebound Chop,ES oscillates between 7400 (Put Wall) and 7500 (Call Wall) with no sustained breakout,"WAIT for Durable Goods at 08:30 ET before entry. If price stalls between 7400 and 7500 post-catalyst, sell an iron condor with short strikes near 7373 (S1) and 7486 (R2), wings at 7337 (S2) and 7500 (Call Wall) to collect premium within the defined range. Manage position actively as negative gamma c",between,,iron_condor,,,7400.0,7500.0,7373.0
2026-07-28,ai,7400.0,7450.0,7413.0,7325.0,7501.0,7450.0,7488.0,7385.0,7359.0,primary,Bullish Breakout Continuation,Holding > 7413 and break above 7450 (Call Wall / R1) after CB Consumer Confidence (10:00 ET),"WAIT for Consumer Confidence release before entry. On confirmed hold above 7450, use a bull call debit spread targeting R2 at 7488 — negative gamma amplifies upside momentum through the Call Wall.",above,7413.0,bull_call_debit,7488.0,,,,
2026-07-28,ai,7400.0,7450.0,7413.0,7325.0,7501.0,7450.0,7488.0,7385.0,7359.0,alternative,Breakdown Toward Put Wall,Break < 7400 (Put Wall) after CB Consumer Confidence (10:00 ET) with sustained pressure,"WAIT for Consumer Confidence catalyst to resolve. On confirmed break below 7400, deploy a bear put debit spread targeting S1 at 7385 or S2 at 7359 — negative gamma accelerates downside through the Put Wall.",below,7400.0,bear_put_debit,7385.0,,,,
2026-07-28,ai,7400.0,7450.0,7413.0,7325.0,7501.0,7450.0,7488.0,7385.0,7359.0,neutral,Rangebound Chop,ES futures oscillate between 7400 (Put Wall) and 7450 (Call Wall) post-10:00 ET event,"WAIT for Consumer Confidence resolution before positioning. If price stays contained in the 7400–7450 range, sell an iron condor with short strikes at 7400 put side and 7450 call side, collecting premium from the choppy no-man's-land.",between,,iron_condor,,,7400.0,7450.0,7400.0
2026-07-29,ai,7300.0,7450.0,7429.0,7343.0,7514.0,7468.0,7523.0,7370.0,7328.0,primary,Breakout Rally Continuation,Holding > 7450 (Call Wall) AFTER Fed decision at 14:00 ET,"WAIT for FOMC resolution before entry. If ES holds above 7450 post-Fed, deploy a bull call debit spread targeting R1 at 7468 and R2 at 7523. Negative gamma amplifies dealer chasing above the Call Wall.",above,7450.0,bull_call_debit,7468.0,7523.0,,,
2026-07-29,ai,7300.0,7450.0,7429.0,7343.0,7514.0,7468.0,7523.0,7370.0,7328.0,alternative,Rejection Breakdown,Break < 7370 (S1) AFTER Fed press conference at 14:30 ET,"WAIT for post-Fed confirmation before entry. On a sustained break below S1 at 7370, use a bear put debit spread targeting S2 at 7328. Negative gamma amplifies downside acceleration through support.",below,7370.0,bear_put_debit,7328.0,,,,
2026-07-29,ai,7300.0,7450.0,7429.0,7343.0,7514.0,7468.0,7523.0,7370.0,7328.0,neutral,Rangebound FOMC Chop,ES remains between 7300 (Put Wall) and 7450 (Call Wall) through the 14:30 ET press conference,"WAIT until after Fed press conference volatility settles. If range holds, sell an iron condor with short strikes at 7300 and 7450, collecting elevated pre-FOMC premium. Avoid early entry given Calendar Risk 5/5.",between,,iron_condor,,,7300.0,7450.0,7300.0
2026-07-30,ai,7300.0,7450.0,7316.0,7226.0,7406.0,7385.0,7453.0,7315.0,7315.0,primary,Bullish Gap Continuation,Holding > 7315 (S1/S2) post-GDP/PCE at 08:30 ET,"WAIT for GDP and Core PCE data at 08:30 ET before entry. If ES holds above 7315 after the catalyst, initiate a bull call spread targeting 7385 (R1); negative gamma amplifies upside momentum toward 7406 expected move upper bound.",above,7315.0,bull_call_debit,7385.0,,,,
2026-07-30,ai,7300.0,7450.0,7316.0,7226.0,7406.0,7385.0,7453.0,7315.0,7315.0,alternative,Breakdown Expansion,Break < 7300 (Put Wall) post-08:30 ET catalyst,WAIT for 08:30 ET events to resolve. A confirmed break below the 7300 Put Wall triggers dealer negative-gamma selling cascade; deploy a bear put spread with short leg near 7226 (expected move lower bound) to define risk while capturing amplified downside.,below,7300.0,bear_put_debit,,,,,
2026-07-30,ai,7300.0,7450.0,7316.0,7226.0,7406.0,7385.0,7453.0,7315.0,7315.0,neutral,Rangebound Chop,Contained between 7300 (Put Wall) and 7450 (Call Wall) after 08:30 ET,"WAIT for post-catalyst price settling. If ES oscillates within the 7300–7450 corridor, sell an iron condor with short strikes at 7300 put-side and 7450 call-side, collecting premium in the dampened intraday range while keeping risk fully defined.",between,,iron_condor,,,7300.0,7450.0,7300.0
2026-07-31,ai,7400.0,7500.0,7438.0,7359.0,7516.0,7488.0,7538.0,7351.0,7264.0,primary,Bullish Gap Continuation,Holding > 7400 (Put Wall support) with push toward 7488 (R1),Negative gamma amplifies upside with ES above Put Wall on a confirmed UP gap. Deploy a bull call debit spread targeting the 7488–7500 zone (R1 to Call Wall). Consider a call vertical (long 7450 / short 7500) to define risk on the continuation leg.,above,7400.0,bull_call_debit,7488.0,,,,
2026-07-31,ai,7400.0,7500.0,7438.0,7359.0,7516.0,7488.0,7538.0,7351.0,7264.0,alternative,Gap Fill Breakdown,Break < 7400 (Put Wall) — Vol Expansion lower toward 7351 (S1),"Failure of the Put Wall in negative gamma triggers dealer selling cascade. Use a bear put debit spread (long 7400 / short 7351) to capture downside expansion. Avoid selling premium — negative gamma means amplified directional moves, not mean reversion.",below,7400.0,bear_put_debit,,,,,
2026-07-31,ai,7400.0,7500.0,7438.0,7359.0,7516.0,7488.0,7538.0,7351.0,7264.0,neutral,Rangebound Chop,Holding between 7400 (Put Wall) and 7500 (Call Wall) with no conviction break,"Fade edges of the 7400–7500 range with an iron condor (sell 7400 put / buy 7351 put on downside; sell 7500 call / buy 7538 call on upside). Calendar risk is moderate (3/5) but no high-impact events scheduled, so triggers are live from the open.",between,,iron_condor,,,7400.0,7500.0,
2026-08-03,ai,7425.0,7530.0,7490.0,7414.0,7565.0,7502.0,7514.0,7424.0,7359.0,primary,Bearish Mean Reversion,Failing < 7505 GEX Flip (Below Flip = Bearish Lean),"ES below the 7505 flip in borderline positive gamma favors drift back toward the 7425 Put Wall. Consider a bear call credit spread with short leg near 7530 Call Wall, long leg above 7565 EM upper bound.",below,7505.0,call_credit,7425.0,,,,
2026-08-03,ai,7425.0,7530.0,7490.0,7414.0,7565.0,7502.0,7514.0,7424.0,7359.0,alternative,Bullish Flip Breakout,Holding > 7505 GEX Flip with acceptance above 7514 R2,A clean reclaim of 7505 and push through 7514 flips dealer hedging bullish and could extend toward 7530 Call Wall. Use a bull call debit spread with long leg at 7505 and short leg at 7530.,above,7505.0,bull_call_debit,7530.0,,,,
2026-08-03,ai,7425.0,7530.0,7490.0,7414.0,7565.0,7502.0,7514.0,7424.0,7359.0,neutral,Rangebound Chop,Contained between 7425 Put Wall and 7530 Call Wall,"Positive gamma regime dampens directional expansion — fade edges of the 7425–7530 range. Deploy an iron condor with short put near 7425, short call near 7530, and wings extended to 7359 S2 and 7565 EM upper bound.",between,,iron_condor,,,7425.0,7530.0,
2026-08-04,ai,7525.0,7630.0,7600.0,7526.0,7675.0,7608.0,7616.0,7496.0,7392.0,primary,Bullish Grind Higher,Holding > 7595 (GEX Flip) after JOLTs resolves at 10:00 ET,"WAIT for JOLTs before entry. Above 7595 with positive gamma dampening dips, favor a bull call spread targeting 7630 Call Wall. Structure: buy 7600 call / sell 7630 call expiring this week.",above,7595.0,bull_call_debit,7630.0,,,,
2026-08-04,ai,7525.0,7630.0,7600.0,7526.0,7675.0,7608.0,7616.0,7496.0,7392.0,alternative,Rejection Breakdown,Break < 7595 (GEX Flip) post-JOLTs with follow-through below 7525 (Put Wall),"WAIT for JOLTs resolution. If 7595 fails and ES slides toward 7525, deploy a bear put spread: buy 7570 put / sell 7525 put. Negative gamma acceleration risk below 7525 warrants tight trigger discipline.",below,7595.0,bear_put_debit,7525.0,,,,
2026-08-04,ai,7525.0,7630.0,7600.0,7526.0,7675.0,7608.0,7616.0,7496.0,7392.0,neutral,Rangebound Chop,Oscillating between 7525 (Put Wall) and 7630 (Call Wall) with no sustained directional conviction post-JOLTs,"WAIT for JOLTs at 10:00 ET, then sell an iron condor: sell 7525 put / buy 7496 put on downside, sell 7630 call / buy 7675 call on upside. Positive gamma regime supports premium decay within this 105-point range.",between,,iron_condor,,,7525.0,7630.0,
2026-08-05,ai,7565.0,7750.0,7737.0,7657.0,7816.0,7729.0,7722.0,7624.0,7512.0,primary,Call Wall Resistance,Rejection at 7750 (Call Wall),Positive gamma dampens upside through 7750; fade the wall with a bear call spread (sell 7750 / buy 7775) targeting reversion toward 7729. Income structures preferred — iron condor anchored at 7565 put wall / 7750 call wall also valid.,reject_at,7750.0,iron_condor,7729.0,,,,
2026-08-05,ai,7565.0,7750.0,7737.0,7657.0,7816.0,7729.0,7722.0,7624.0,7512.0,alternative,Breakout Above Wall,"Holding > 7750 (Call Wall, sustained close above)",A confirmed break and hold above 7750 shifts gamma dynamics; deploy a bull call debit spread (buy 7750 / sell 7816) targeting the upper expected move bound at 7816. Wait for at least 15 minutes of price acceptance above 7750 before entry.,above,7750.0,bull_call_debit,7816.0,,,,
2026-08-05,ai,7565.0,7750.0,7737.0,7657.0,7816.0,7729.0,7722.0,7624.0,7512.0,neutral,Rangebound Chop,ES holds between 7565 and 7750 (Put Wall to Call Wall),"Positive gamma regime favors mean-reversion within the 7565–7750 corridor; sell an iron condor with short strikes at 7565 put side and 7750 call side, wings at 7512 (S2) and 7816 (upper EM), collecting premium with defined risk on both sides.",between,,iron_condor,,,7565.0,7750.0,7565.0
2026-08-06,ai,7700.0,7800.0,7723.55,7646.0,7801.0,7771.43,7819.31,7697.92,7672.29,primary,Mean Reversion Chop,Holding between 7700 and 7800 after 08:30 ET Productivity data,"WAIT for Nonfarm Productivity release at 08:30 ET before entry. Positive gamma dampens directional moves — favor iron condors or credit spreads selling the 7700 put side and 7800 call side, collecting premium within the Put Wall / Call Wall range.",between,,iron_condor,,,7700.0,7800.0,
2026-08-06,ai,7700.0,7800.0,7723.55,7646.0,7801.0,7771.43,7819.31,7697.92,7672.29,alternative,Breakout Rally Continuation,Sustained hold > 7800 (Call Wall / GEX Flip) post-08:30 ET catalyst,"WAIT for 08:30 ET Productivity data to resolve before acting. A confirmed close above 7800 opens a run toward R2 at 7819.31 — use a debit call spread (e.g., 7800/7820 call vertical) to define risk on the breakout leg.",above,7800.0,bull_call_debit,7819.31,,,,
2026-08-06,ai,7700.0,7800.0,7723.55,7646.0,7801.0,7771.43,7819.31,7697.92,7672.29,neutral,Rangebound Compression,ES futures oscillate between 7700 (Put Wall) and 7800 (Call Wall) after 08:30 ET,"WAIT for 08:30 ET event before entering. Positive gamma supports mean-reversion; deploy an iron condor with short strikes at 7700 and 7800, long wings near S2 at 7672.29 and R2 at 7819.31 to define maximum risk on both sides.",between,,iron_condor,,,7700.0,7800.0,7700.0
2026-08-07,ai,7650.0,7750.0,7709.96,7636.0,7784.0,7735.82,7761.69,7691.12,7672.29,primary,Mean Reversion Chop,Holding between 7650 and 7750 post-08:30 NFP release,"WAIT for NFP at 08:30 ET before any entry. Positive gamma dampens moves — favor iron condors anchored to the 7650 put wall / 7750 call wall range, or sell credit spreads fading moves toward either wall.",between,,iron_condor,,,7650.0,7750.0,
2026-08-07,ai,7650.0,7750.0,7709.96,7636.0,7784.0,7735.82,7761.69,7691.12,7672.29,alternative,Breakout Rally Continuation,Reclaim and hold > 7730 (GEX Flip) post-NFP with follow-through toward 7750 (Call Wall),"WAIT for 08:30 ET NFP resolution. If ES sustains above 7730, deploy a bull call debit spread targeting 7750–7761.69 (R2). Keep width tight given positive gamma environment limiting extension.",above,7730.0,bull_call_debit,7750.0,,,,
2026-08-07,ai,7650.0,7750.0,7709.96,7636.0,7784.0,7735.82,7761.69,7691.12,7672.29,neutral,Rangebound Consolidation,ES oscillates between 7650 (Put Wall) and 7750 (Call Wall) throughout session,"WAIT for NFP catalyst to clear at 08:30 ET, then enter iron condor with short strikes at 7650 put wall and 7750 call wall. Collect premium in compressed range; positive gamma regime supports this mean-reversion structure into Friday close.",between,,iron_condor,,,7650.0,7750.0,7650.0
2026-08-10,ai,7730.0,7775.0,7757.64,7682.0,7833.0,7774.08,7790.53,7730.19,7702.75,primary,Mean Reversion Chop,Holding between 7730 and 7775 (Positive Gamma Dampening),"Positive gamma suppresses directional follow-through. Favor iron condors selling the 7730/7710 put spread and 7775/7790 call spread, collecting premium within the wall range.",between,,iron_condor,,,7730.0,7775.0,
2026-08-10,ai,7730.0,7775.0,7757.64,7682.0,7833.0,7774.08,7790.53,7730.19,7702.75,alternative,Breakout Rally,"Sustained break > 7775 (Call Wall, Vol Expansion)",A confirmed close above 7775 forces dealer hedging to amplify upside toward 7790 R2 and 7833 upper EM band. Favor a bull call debit spread targeting 7790 with defined risk.,above,7775.0,bull_call_debit,7790.0,,,,
2026-08-10,ai,7730.0,7775.0,7757.64,7682.0,7833.0,7774.08,7790.53,7730.19,7702.75,neutral,Rangebound Compression,ES oscillates between 7730 and 7775 without conviction,"Deploy an iron condor anchored to the 7730 Put Wall and 7775 Call Wall as short strikes, with wings at 7702 and 7790 for defined risk. Collect theta through session drift.",between,,iron_condor,,,7730.0,7775.0,
2026-08-11,ai,7700.0,7775.0,7753.11,7677.0,7829.0,7770.21,7787.31,7739.56,7726.01,primary,Mean Reversion Chop,Holding between 7700 and 7775 (Positive Gamma Range),Positive gamma dampens directional moves; favor iron condors or iron butterflies anchored between 7700 Put Wall and 7775 Call Wall. Sell premium with defined strikes at or outside the expected move bounds (7677 / 7829).,between,,iron_condor,,,7700.0,7775.0,
2026-08-11,ai,7700.0,7775.0,7753.11,7677.0,7829.0,7770.21,7787.31,7739.56,7726.01,alternative,Breakout Rally Attempt,Sustained hold > 7775 (Call Wall) with follow-through toward 7787.31 (R2),"A confirmed close above 7775 with dealer short-covering could accelerate toward 7800 GEX Flip; use a bull call debit spread targeting 7800, defined risk capped at the 7829 upper expected move bound.",above,7775.0,bull_call_debit,7800.0,,,,
2026-08-11,ai,7700.0,7775.0,7753.11,7677.0,7829.0,7770.21,7787.31,7739.56,7726.01,neutral,Rangebound Compression,ES oscillates between 7700 (Put Wall) and 7775 (Call Wall) without clean breakout,Deploy an iron condor with short strikes at 7700 put side and 7775 call side; widen wings to 7677 and 7829 to stay within the full expected move band and collect decay in a low-VIX (15.52) positive gamma environment.,between,,iron_condor,,,7700.0,7775.0,7700.0
2026-08-12,ai,7650.0,7800.0,7728.2,7653.0,7803.0,7758.06,7787.91,7707.8,7687.39,primary,Bullish Breakout Continuation,Holding > 7758.06 (R1) post-CPI at 08:30 ET confirms upside momentum toward 7800.0,"WAIT for CPI print at 08:30 ET before entry. On bullish hold above 7758.06, use a bull call debit spread targeting the 7800.0 Call Wall; consider a call vertical (7760/7800) to define risk in negative gamma amplification.",above,7758.06,bull_call_debit,7800.0,,,,
2026-08-12,ai,7650.0,7800.0,7728.2,7653.0,7803.0,7758.06,7787.91,7707.8,7687.39,alternative,Breakdown Expansion,Break < 7707.8 (S1) post-CPI triggers dealer-driven selling toward 7650.0 Put Wall,"WAIT for CPI print at 08:30 ET before entry. On confirmed break below 7707.8, deploy a bear put debit spread (7700/7650) targeting the 7650.0 Put Wall; negative gamma amplifies the downside move so avoid fading the breakdown.",below,7707.8,bear_put_debit,7650.0,,,,
